Timestamp,Email or phone number (for the $50 Amazon gift card giveaway),What year are you?,What's your major, How do you usually study for exams? (Select all that apply),What tools do you currently use for studying? (Select all that apply),"If you use AI for studying, what do you use it for? (Select all that apply)", What's your biggest frustration when studying? (optional)," If an AI tutor could do ONE thing perfectly for you, what would it be? (optional)",Would you use an AI tutor connected to your actual course materials and grades?
2/27/2026 21:33:33,ux53t3wg2x@hha.rehearsalk.com,Sophomore,Arts & Design,"Flashcards (physical or digital), Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Anki, Khan Academy, None really — just my notes","Summarizing readings & notes, Checking my work & homework help",Procrastination,Break it down to my current level,Maybe — depends on how it works
2/27/2026 21:33:34,p9zbq605yd@vvt.xintaitong.com,Sophomore,Humanities & Social Science,"Flashcards (physical or digital), Watch YouTube & video explanations, Study groups","ChatGPT & Claude & AI chatbots, Notion, Khan Academy, Chegg & Course Hero","Summarizing readings & notes, Checking my work & homework help",Distractions,Use an explanation style that matches how I think,"Yeah, that sounds super useful"
2/27/2026 21:33:36,horzb92b3p@hha.rehearsalk.com,Sophomore,Humanities & Social Science,"Flashcards (physical or digital), Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Anki, Google Docs & Slides, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Not knowing what to focus on,Break it down to my current level,"Yeah, that sounds super useful"
2/27/2026 21:34:29,1qgm2kk58@zt.rehearsalk.com,Sophomore,Business & Econ,"Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.)","Anki, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help, Writing assistance",Poor memory retention," Study schedule
It would create an efficient study schedule for me.","Yeah, that sounds super useful"
2/27/2026 21:34:29,jseguuohq@zt.rehearsalk.com,Senior,Health & Pre-med,"Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Anki, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Checking my work & homework help, Writing assistance",Confusing concepts.," Study schedule
It would create an efficient study schedule for me.","Yeah, that sounds super useful"
2/27/2026 21:34:29,wxrf32jq2@ce.xintaitong.com,Senior,Arts & Design,"Flashcards (physical or digital), Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Anki, Google Docs & Slides, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Confusing concepts.," Study schedule
It would create an efficient study schedule for me.","Yeah, that sounds super useful"
2/27/2026 21:34:29,netriogpa@ce.xintaitong.com,Senior,Arts & Design,"AI tools (ChatGPT, Claude, etc.), I mostly wing it","Anki, Notion, Google Docs & Slides, Khan Academy","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions",Poor memory retention,"Error analysis
It would analyze my mistakes and show me how to fix them.","Yeah, that sounds super useful"
2/27/2026 21:34:29,mrz1qbuuh@zt.rehearsalk.com,Senior,"(CS, Engineering, Math, Science)","Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Anki, Khan Academy, Chegg & Course Hero","Summarizing readings & notes, Generating practice questions, Checking my work & homework help",Language barriers.," Language practice
It would help me practice speaking and writing fluently.
","Probably not / No, I prefer studying on my own"
2/27/2026 21:34:29,ord9l75t7@zt.rehearsalk.com,Sophomore,"(CS, Engineering, Math, Science)","Flashcards (physical or digital), Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Anki, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help",Lack of a clear plan,"Error analysis
It would analyze my mistakes and show me how to fix them.","Probably not / No, I prefer studying on my own"
2/27/2026 21:34:29,enjs6u3jc@zt.rehearsalk.com,Senior,Health & Pre-med,"Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.)",None really — just my notes,"Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Lack of a clear plan," Study schedule
It would create an efficient study schedule for me.","Yeah, that sounds super useful"
2/27/2026 21:34:29,g01fihkpo@ce.xintaitong.com,Senior,Humanities & Social Science,"Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Anki, Notion, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions",Language barriers.," Language practice
It would help me practice speaking and writing fluently.
",Maybe — depends on how it works
2/27/2026 21:34:30,yqfwkn7ya@ce.xintaitong.com,Sophomore,Business & Econ,"Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Anki, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Poor memory retention,"Error analysis
It would analyze my mistakes and show me how to fix them.","Yeah, that sounds super useful"
2/27/2026 21:34:33,,Sophomore,Business & Econ,"Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.)","Quizlet, Anki, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions, Writing assistance",Language barriers.,"Error analysis
It would analyze my mistakes and show me how to fix them.","Yeah, that sounds super useful"
2/27/2026 21:34:35,3ddh4oxci@ce.xintaitong.com,Sophomore,Humanities & Social Science,"Flashcards (physical or digital), Watch YouTube & video explanations, Tutoring (in-person or online)","Anki, Notion, Khan Academy, Chegg & Course Hero","Summarizing readings & notes, Generating practice questions, Checking my work & homework help",Language barriers.,"Error analysis
It would analyze my mistakes and show me how to fix them.","Yeah, that sounds super useful"
2/27/2026 21:35:01,9ompnf25u@ce.xintaitong.com,Sophomore,Business & Econ,"Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.)","Anki, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Summarizing readings & notes, Generating practice questions, Checking my work & homework help",Language barriers.,"Error analysis
It would analyze my mistakes and show me how to fix them.","Yeah, that sounds super useful"
2/27/2026 21:35:01,gtub3z0v3@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Study groups,Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:35:01,91db6aho1@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Study groups,Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:35:03,fzkoqo73m@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Study groups,Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:35:04,ah3h7qo1n@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Study groups,Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:35:05,ad56ryj3u@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Study groups,Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:35:05,fhsv4ce2u@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Study groups,Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:35:06,l66y8kpmy@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Study groups,Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:35:07,9a47avgkq@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Study groups,Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:35:08,3jlsbie84@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Study groups,Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:36:27,zaegu9y7l@ce.xintaitong.com,Sophomore,Humanities & Social Science,"Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Notion",Explaining concepts I don't understand,"Struggling with self-management and procrastination.
","Guide me through assignments step by step.
","Yeah, that sounds super useful"
2/27/2026 21:36:27,tnvcgw0hv@ce.xintaitong.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Summarizing readings & notes,"Academic pressure from heavy workloads and exam stress.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/27/2026 21:36:27,oxlm0i1sh@ce.xintaitong.com,Senior,Arts & Design,"Re-read notes & textbook, Flashcards (physical or digital)","Quizlet, Google Docs & Slides",Generating practice questions,"Academic difficulties with writing and tough courses.
","Keep me motivated and focused, avoiding procrastination.
",Maybe — depends on how it works
2/27/2026 21:36:27,bjeuifgjp@zt.rehearsalk.com,Sophomore,Business & Econ,"Practice problems & past exams, Study groups, AI tools (ChatGPT, Claude, etc.)","Notion, Google Docs & Slides",Checking my work & homework help,"Financial strain due to high tuition and living costs, requiring part-time work.
","Organize my schedule and prioritize tasks efficiently.
","Yeah, that sounds super useful"
2/27/2026 21:36:29,h6yske1te@zt.rehearsalk.com,Senior,Humanities & Social Science,"Re-read notes & textbook, Study groups, AI tools (ChatGPT, Claude, etc.)","Quizlet, Google Docs & Slides",Summarizing readings & notes,"Social adjustment issues, including loneliness and anxiety.
","Create personalized study plans for exams.
","Yeah, that sounds super useful"
2/27/2026 21:38:04,3gj38x1z9@vva.xintaitong.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:38:04,sf59k4x27@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:38:04,14bwu2eij@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:38:05,rjt017ar9@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:38:05,uzdcw7l97@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:38:11,ot1od3olb@rrc.rehearsalk.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:38:12,xksp1esys@vva.xintaitong.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:38:17,eq8xcce1p@rrc.rehearsalk.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:38:25,ypvy86zs9@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:39:01,f0r4ilsr@qqq.youngestsd.com,Senior,Business & Econ,Tutoring (in-person or online),Notion,Summarizing readings & notes,,,"Yeah, that sounds super useful"
2/27/2026 21:39:03,cfubm54k@www.lingeringp.com,Sophomore,Arts & Design,"Study groups, Tutoring (in-person or online)","Anki, Notion",Summarizing readings & notes,,,"Yeah, that sounds super useful"
2/27/2026 21:39:03,pwn0qoup@www.lingeringp.com,Sophomore,Business & Econ,,"Anki, Notion",Summarizing readings & notes,,,"Yeah, that sounds super useful"
2/27/2026 21:39:03,5h31usdc@qqq.youngestsd.com,Freshman,Humanities & Social Science,Study groups,"Anki, Notion","Summarizing readings & notes, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 21:39:03,r5zhm3h0@qqq.youngestsd.com,Sophomore,Business & Econ,Tutoring (in-person or online),"Anki, Notion",Summarizing readings & notes,,,"Yeah, that sounds super useful"
2/27/2026 21:39:03,gfiixz7m@www.lingeringp.com,Junior,Business & Econ,"Watch YouTube & video explanations, Tutoring (in-person or online)","Anki, Notion","Explaining concepts I don't understand, Summarizing readings & notes",,,"Yeah, that sounds super useful"
2/27/2026 21:39:03,38vsvfk1@www.lingeringp.com,Sophomore,Health & Pre-med,"AI tools (ChatGPT, Claude, etc.)",Notion,Summarizing readings & notes,,,"Yeah, that sounds super useful"
2/27/2026 21:39:03,a8wc20ij@qqq.youngestsd.com,Sophomore,Business & Econ,,"Anki, Notion",Summarizing readings & notes,,,"Yeah, that sounds super useful"
2/27/2026 21:39:08,ixi1zqks@www.lingeringp.com,Sophomore,Business & Econ,Tutoring (in-person or online),Anki,Summarizing readings & notes,,,"Yeah, that sounds super useful"
2/27/2026 21:40:53,74f14t5vj@zt.rehearsalk.com,Sophomore,Arts & Design,"Re-read notes & textbook, Practice problems & past exams","Khan Academy, Chegg & Course Hero","Summarizing readings & notes, Generating practice questions","Not knowing where to start – Too much material, unclear priorities.",Instantly detect exactly what you don’t understand — and fix it in the simplest possible way.,"Yeah, that sounds super useful"
2/27/2026 21:44:24,6u077u8ij@ccv.lingeringp.com,Sophomore,Humanities & Social Science,Practice problems & past exams,Khan Academy,Checking my work & homework help,,,Maybe — depends on how it works
2/27/2026 21:44:25,s2nkg9hx4@xxe.youngestsd.com,Sophomore,Humanities & Social Science,Practice problems & past exams,Khan Academy,Checking my work & homework help,,,Maybe — depends on how it works
2/27/2026 21:44:29,nn8lioe3z@xxe.youngestsd.com,Sophomore,Humanities & Social Science,Practice problems & past exams,Khan Academy,Checking my work & homework help,,,Maybe — depends on how it works
2/27/2026 21:44:29,51ep75tgu@ccv.lingeringp.com,Sophomore,Humanities & Social Science,Practice problems & past exams,Khan Academy,Checking my work & homework help,,,Maybe — depends on how it works
2/27/2026 21:44:31,ssx2gp41f@ccv.lingeringp.com,Sophomore,Humanities & Social Science,Practice problems & past exams,Khan Academy,Checking my work & homework help,,,Maybe — depends on how it works
2/27/2026 21:44:32,8zm8hda2t@xxe.youngestsd.com,Sophomore,Humanities & Social Science,Practice problems & past exams,Khan Academy,Checking my work & homework help,,,Maybe — depends on how it works
2/27/2026 21:44:33,dhk8nw6ub@ccv.lingeringp.com,Sophomore,Humanities & Social Science,Practice problems & past exams,Khan Academy,Checking my work & homework help,,,Maybe — depends on how it works
2/27/2026 21:44:35,isfg8q373@ccv.lingeringp.com,Sophomore,Humanities & Social Science,Practice problems & past exams,Khan Academy,Checking my work & homework help,,,Maybe — depends on how it works
2/27/2026 21:44:35,f4u5qd49u@xxe.youngestsd.com,Sophomore,Humanities & Social Science,Practice problems & past exams,Khan Academy,Checking my work & homework help,,,Maybe — depends on how it works
2/27/2026 21:47:01,jy8dd8acot@hha.rehearsalk.com,Senior,Health & Pre-med,"AI tools (ChatGPT, Claude, etc.), I mostly wing it","Anki, Khan Academy",Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:47:01,5vvrhabb@qqq.youngestsd.com,Sophomore,Business & Econ,"AI tools (ChatGPT, Claude, etc.)",Khan Academy,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:47:01,auzkc9cana@vvt.xintaitong.com,Sophomore,Business & Econ,"AI tools (ChatGPT, Claude, etc.)",Khan Academy,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:47:01,g57yqnovzd@vvt.xintaitong.com,Sophomore,Business & Econ,"AI tools (ChatGPT, Claude, etc.)","Quizlet, Khan Academy",Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:47:01,eyc7oxgbrk@hha.rehearsalk.com,Junior,Business & Econ,"AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Khan Academy, Chegg & Course Hero","Summarizing readings & notes, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 21:47:01,b1ezl8h36n@vvt.xintaitong.com,Sophomore,Business & Econ,"AI tools (ChatGPT, Claude, etc.)","Google Docs & Slides, Khan Academy",Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:47:01,tpsx5ery@www.lingeringp.com,Freshman,Humanities & Social Science,"Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)","Notion, Khan Academy","Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 21:47:02,a67f5y13@qqq.youngestsd.com,Junior,Arts & Design,"Study groups, AI tools (ChatGPT, Claude, etc.)","Quizlet, Khan Academy","Summarizing readings & notes, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 21:47:02,jo1sg24eox@vvt.xintaitong.com,Sophomore,"(CS, Engineering, Math, Science)","AI tools (ChatGPT, Claude, etc.)",Khan Academy,"Checking my work & homework help, Writing assistance",,,"Yeah, that sounds super useful"
2/27/2026 21:49:25,h5cfle7jo@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:49:25,xl1ociviq@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:49:25,5uf2pvu3x@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:49:25,iztnpijis@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:49:25,oaip456op@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:49:25,w86a21b9m@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:49:31,klyg9qdkn@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:49:31,wr1auayz7@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:49:33,numeu2qay@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:56:00,rjeb64rbw@xxe.youngestsd.com,Freshman,Humanities & Social Science,Watch YouTube & video explanations,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:00,bqoigr6hn@xxe.youngestsd.com,Freshman,Humanities & Social Science,Watch YouTube & video explanations,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:03,dmsmjsbios@vvt.xintaitong.com,Freshman,Humanities & Social Science,Practice problems & past exams,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:03,cy0gdfuzo6@vvt.xintaitong.com,Freshman,Humanities & Social Science,Practice problems & past exams,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:03,k884h3ee6z@hha.rehearsalk.com,Junior,Health & Pre-med,"Practice problems & past exams, Watch YouTube & video explanations","Anki, Khan Academy","Generating practice questions, Writing assistance",,,"Yeah, that sounds super useful"
2/27/2026 21:56:03,u7fmgm23k5@vvt.xintaitong.com,Freshman,Humanities & Social Science,Practice problems & past exams,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:03,kermqmf9g5@hha.rehearsalk.com,Freshman,Humanities & Social Science,"Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","Anki, Chegg & Course Hero","Summarizing readings & notes, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 21:56:03,lp0ztxc1vu@vvt.xintaitong.com,Sophomore,Business & Econ,"Re-read notes & textbook, Practice problems & past exams","Quizlet, Anki","Summarizing readings & notes, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 21:56:03,q1yuw3gy0l@hha.rehearsalk.com,Freshman,Humanities & Social Science,Practice problems & past exams,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:03,wgky2s1hbv@hha.rehearsalk.com,Sophomore,Health & Pre-med,"Practice problems & past exams, AI tools (ChatGPT, Claude, etc.)","Anki, Google Docs & Slides","Explaining concepts I don't understand, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 21:56:03,z9cfysfg1z@vvt.xintaitong.com,Senior,Arts & Design,"Practice problems & past exams, Study groups",Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:17,r7ymvcnmm@ccv.lingeringp.com,Freshman,Humanities & Social Science,Watch YouTube & video explanations,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:19,a7chfgavp@xxe.youngestsd.com,Freshman,Humanities & Social Science,Watch YouTube & video explanations,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:19,xa9goczob@ccv.lingeringp.com,Freshman,Humanities & Social Science,Watch YouTube & video explanations,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:20,0cso1tqhm@xxe.youngestsd.com,Freshman,Humanities & Social Science,Watch YouTube & video explanations,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:21,4nbwcfga6@ccv.lingeringp.com,Freshman,Humanities & Social Science,Watch YouTube & video explanations,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:22,8aotqtxjh@xxe.youngestsd.com,Freshman,Humanities & Social Science,Watch YouTube & video explanations,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:56:23,1q5cyd59p@ccv.lingeringp.com,Freshman,Humanities & Social Science,Watch YouTube & video explanations,Anki,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:58:05,tb4vteuy9@ccv.lingeringp.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:05,rv2vmzma7@rrc.rehearsalk.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:05,3tseimrig@vva.xintaitong.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:05,2s1pfrbsi@xxe.youngestsd.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:05,wuhxwn6ta@ccv.lingeringp.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:06,f0ln0mq8k@ccv.lingeringp.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:06,hy0i7zk8a@xxe.youngestsd.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:07,7lvv01d6n@ccv.lingeringp.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:07,48sh60x3c@xxe.youngestsd.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:07,w6ew150ml@ccv.lingeringp.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:08,us9num2nb@xxe.youngestsd.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:09,e4qpkfb1j@xxe.youngestsd.com,Senior,"(CS, Engineering, Math, Science)","Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Google Docs & Slides",Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:58:53,f0ln0mq8k@ccv.lingeringp.com,Freshman,"(CS, Engineering, Math, Science)","Flashcards (physical or digital), Study groups","ChatGPT & Claude & AI chatbots, Notion",Explaining concepts I don't understand,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 21:59:09,f0ln0mq8k@ccv.lingeringp.com,Freshman,Business & Econ,Flashcards (physical or digital),Anki,Explaining concepts I don't understand,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/27/2026 22:02:07,p1q1oa8bm@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
